Process Time: 111.21728992462158
cost_init,cost_final,confilct_init,conflict_final
1077.3 250.89999999999958 314 44
gapx, gapy = 20,8
minX, maxX = -20,500
minY, maxY = -20,500
61.44 158.389 4
598.397 25.1784 2
460.227 578.45 1
405.742 64.9499 1
290.84 8.22248 1
286.296 516.049 3
97.3766 132.081 3
222.577 126.194 3
5.44305 66.3396 4
359.685 488.294 2
75.0639 369.172 1
230.384 280.742 3
198.845 110.388 2
268.29 613.067 1
93.4807 596.323 3
567.706 152.676 2
35.071 257.685 3
115.038 233.742 3
218.745 362.098 1
485.474 307.05 4
152.676 204.404 3
102.927 499.892 3
567.911 599.305 3
288.868 357.996 2
73.6742 161.853 1
477.895 607.809 3
406.826 341.609 2
359.245 423.709 3
22.1968 1.40902 1
403.961 512.226 1
337.546 164.883 1
466.867 80.0529 2
596.188 309.665 3
488.193 556.021 4
597.608 560.229 3
553.681 455.441 1
474.392 106.612 3
175.843 307.243 1
321.333 307.996 2
537.704 497.788 2
48.1575 551.603 1
84.0747 578.797 2
579.743 418.622 1
69.2927 173.656 2
492.422 28.7208 1
562.491 207.54 3
165.608 415.399 4
69.6828 17.7575 1
55.1254 398.155 1
289.725 264.383 2
121.327 69.244 1
563.24 290.363 3
467.562 3.82172 3
109.151 96.7396 4
472.252 163.021 4
423.033 51.4598 3
527.03 262.675 1
542.642 291.714 3
463.489 188.566 2
459.61 151.604 4
324.479 206.034 1
187.94 178.752 1
412.683 264.325 1
629.036 424.519 4
323.186 17.6996 1
179.1 303.769 4
443.223 259.924 4
502.98 57.3065 3
462.061 235.527 3
507.436 553.367 3
187.766 24.6674 1
363.2 281.726 2
127.009 557.199 3
21.1353 337.064 1
404.958 368.573 3
544.018 217.5 2
87.0278 616.058 3
558.936 375.136 1
218.031 411.935 1
500.78 600.55 2
315.079 432.607 4
406.897 283.772 3
163.309 303.218 3
347.39 130.537 4
420.505 372.137 1
104.819 101.121 1
121.765 535.86 1
454.63 329.082 3
258.12 492.287 1
118.377 122.787 2
168.291 357.764 4
119.892 328.291 2
282.493 44.8513 4
578.179 388.059 2
586.518 538.38 1
398.312 76.8011 2
421.161 219.314 1
227.117 570.692 3
121.774 553.34 1
274.684 163.158 1
457.39 629.137 1
461.833 320.223 3
546.979 218.282 4
40.2245 469.559 4
545.133 252.156 3
130.922 300.759 2
505.68 435.985 2
447.158 81.7423 1
391.389 385.115 1
61.0703 130.054 3
582.707 541.526 1
178.435 392.942 1
171.038 625.593 2
297.309 393.328 4
584.645 114.42 3
567.575 130.903 2
295.549 555.953 1
502.65 491.168 3
317.631 296.955 3
507.668 433.774 4
114.767 11.3971 3
44.1884 460.055 3
571.327 177.266 3
580.23 219.16 2
414.135 564.437 2
286.631 234.862 1
297.474 218.803 3
96.7396 580.071 4
292.089 210.484 4
490.104 296.009 1
37.1342 323.862 1
578.083 341.735 1
357.138 196.692 2
352.177 52.0371 4
593.698 214.962 1
217.954 426.836 1
324.576 442.895 1
462.582 391.707 4
462.477 90.5052 2
134.003 397.883 3
417.783 618.124 3
33.6345 276.466 2
472.214 52.8671 2
364.75 576.963 1
571.269 56.1098 1
509.504 49.1896 3
406.492 379.682 3
103.675 517.341 2
554.783 81.5107 3
18.8963 406.916 3
116.193 481.498 4
251.596 96.0392 1
384.14 100.088 1
81.4141 94.1623 4
69.7174 370.649 2
134.494 497.634 1
585.36 578.806 3
590.627 341.532 3
387.283 606.109 2
359.782 223.695 1
350.285 272.365 2
427.353 529.105 2
405.961 108.861 1
165.666 570.787 1
281.794 65.3644 1
381.492 547.702 3
394.834 425.177 4
396.262 543.958 1
581.933 187.92 2
432.112 462.331 2
277.287 530.041 1
263.979 481.874 1
138.018 231.744 1
488.369 334.13 2
51.8796 353.595 3
61.9622 37.8697 3
387.391 187.428 2
104.518 47.2015 3
223.165 449.466 3
296.801 233.414 3
465.574 475.06 1
469.529 246.22 3
38.1247 191.414 3
141.252 33.8641 3
365.437 582.975 1
257.507 228.038 3
186.28 134.88 1
13.1637 242.179 2
245.555 579.617 4
311.219 33.2374 3
3.5708 37.8596 1
370.089 173.029 1
425.851 339.148 1
90.5438 211.102 1
265.494 191.385 3
220.463 623.712 1
270.187 70.7597 2
351.097 113.976 4
430.233 454.195 1
267.929 596.651 2
11.3686 293.326 4
171.398 98.1964 1
25.2465 229.196 1
232.468 125.209 1
558.322 534.258 2
578.43 364.684 1
79.5612 251.528 4
523.348 374.074 2
323.879 461.675 1
466.674 107.935 1
247.747 328.522 2
308.961 329.075 3
105.425 410.005 4
447.913 507.564 2
565.556 148.94 4
277.306 562.468 3
475.147 523.633 1
182.879 83.1264 2
18.047 533.091 3
556.311 492.219 1
195.195 358.141 1
418.816 406.578 4
462.766 21.1353 4
304.193 99.5401 4
347.525 147.87 1
543.105 295.141 2
250.091 331.591 1
560.673 467.378 2
129.417 600.463 1
93.9795 152.395 1
504.486 566.483 1
64.573 480.629 2
226.476 529.413 1
235.036 275.636 1
71.0664 573.054 4
213.109 243.297 3
171.398 377.655 1
42.8109 118.849 4
21.6371 442.865 2
386.804 594.865 1
120.056 332.084 4
242.891 521.761 3
539.229 379.605 4
132.467 193.692 2
450.171 123.26 2
46.0577 79.1945 1
515.24 404.755 3
570.15 138.228 4
310.293 619.311 4
106.873 269.412 4
394.891 599.662 3
193.962 454.591 3
617.191 234.09 1
584.98 105.96 1
65.1459 173.213 3
317.28 257.106 1
169.873 16.1168 1
62.267 201.807 3
204.446 606.418 2
245.32 497.441 2
