Process Time: 102.72382998466492
cost_init,cost_final,confilct_init,conflict_final
1068.8 256.89999999999964 312 46
gapx, gapy = 20,8
minX, maxX = -20,500
minY, maxY = -20,500
54.2182 376.313 3
247.434 420.505 1
52.5583 278.078 4
212.974 110.579 1
80.4684 94.7902 1
193.827 617.014 3
448.244 536.778 3
359.203 319.972 3
174.583 581.943 4
184.972 598.929 1
123.762 628.296 3
77.7468 366.867 2
426.43 329.208 4
281.857 285.673 2
390.568 306.866 3
191.507 27.6978 1
285.181 136.385 1
568.365 14.785 1
516.569 441.649 3
486.709 409.068 1
87.61 62.4214 1
531.894 209.133 3
541.091 124.234 3
20.4018 171.707 3
442.246 272.837 2
54.6621 397.053 4
592.596 182.776 1
294.36 546.351 1
523.347 504.177 1
552.943 137.852 1
252.87 495.443 3
78.1715 573.412 1
162.809 322.037 1
380.278 99.0456 3
343.665 544.884 4
578.025 426.199 1
508.192 387.306 3
163.923 531.971 1
503.888 525.515 2
284.795 503.116 1
519.406 159.807 1
341.658 168.609 2
544.267 463.702 4
187.212 379.817 1
82.3213 445.134 4
450.055 224.902 1
548.397 566.791 1
508.106 292.37 1
270.164 336.871 1
149.717 157.269 2
123.682 516.134 1
142.913 497.392 3
0.733461 55.5012 3
36.6151 466.172 2
330.982 130.141 1
516.453 358.508 2
494.797 185.913 3
480.224 543.34 3
303.212 374.663 1
419.035 189.358 2
350.507 222.933 2
403.684 244.011 3
163.755 129.301 4
57.9434 484.827 2
453.893 409.985 4
464.617 217.982 3
479.355 4.24635 1
623.333 497.962 1
61.244 217.375 3
428.872 578.083 2
403.362 60.2108 3
510.079 618.443 2
395.47 132.688 3
379.18 177.159 4
497.711 129.61 4
332.817 385.879 1
233.656 240.739 3
373.196 495.453 1
477.48 80.9214 1
365.131 173.85 2
150.081 337.382 1
0.328127 180.759 1
371.418 565.469 1
292.882 478.959 3
239.07 331.912 3
159.878 524.704 2
219.868 581.713 2
260.475 34.8973 3
350.91 109.944 1
195.812 313.795 4
85.0429 128.164 4
512.982 535.165 1
137.485 474.377 4
605.676 112.036 3
203.511 187.961 1
535.388 586.132 1
351.904 148.622 1
447.16 610.422 1
327.092 537.841 3
227.489 242.911 2
530.987 462.873 3
434.344 495.262 3
39.7664 316.295 1
32.832 252.821 3
597.809 615.363 1
464.067 103.283 4
462.949 598.687 3
9.55429 37.8403 1
459.069 161.332 1
14.3604 65.9922 3
179.775 370.774 4
515.99 53.7062 4
94.1705 299.908 4
579.955 34.3375 1
132.853 404.504 4
429.406 450.045 3
412.494 178.993 1
568.085 153.129 1
227.504 516.621 1
628.824 166.303 2
443.763 354.242 2
273.948 424.741 1
498.771 443.184 1
531.828 496.06 4
427.638 228.396 3
308.497 452.545 1
313.767 360.235 1
18.0277 234.823 1
144.272 117.097 3
493.638 336.629 3
219.141 551.765 1
283.888 441.524 1
319.306 472.435 4
111.612 201.547 2
330.192 43.3128 2
276.348 91.0843 2
379.759 81.4528 1
319.684 302.591 1
459.999 8.4541 2
185.218 192.302 3
94.9446 300.94 1
367.448 394.737 4
81.4182 331.263 3
521.587 421.942 1
163.201 278.594 1
454.649 590.233 3
567.795 406.868 3
521.289 175.452 2
476.248 556.253 4
198.17 337.199 1
201.332 54.7099 4
59.7192 432.35 3
218.85 0.0579048 4
135.038 25.4588 1
580.582 97.5015 3
291.999 306.934 4
365.464 321.005 1
262.27 433.156 3
409.866 431.844 1
52.0025 609.65 1
451.237 401.435 3
569.436 606.118 3
500.135 462.533 3
64.7152 204.057 3
536.044 411.037 1
610.514 421.228 1
240.344 222.858 2
454.051 43.2163 1
219.828 160.328 4
371.498 550.462 2
564.105 605.635 3
412.591 121.822 1
214.1 440.908 3
442.393 245.632 1
26.7327 535.59 1
606.974 397.641 2
611.536 200.679 1
219.416 616.908 1
340.171 575.672 1
506.165 347.959 1
287.79 173.338 4
324.421 72.4287 3
258.966 526.055 2
378.662 28.3154 2
305.158 190.998 1
67.3016 344.63 4
101.983 594.344 3
363.719 513.837 1
118.029 600.589 4
528.323 71.8883 3
371.324 166.382 3
234.109 572.359 4
370.987 13.6554 1
563.472 546.525 3
147.155 348.278 3
373.332 252.233 3
530.35 34.7429 2
629.3 325.543 3
390.186 626.636 1
29.8982 153.527 3
274.565 574.358 4
531.161 528.111 4
115.404 559.176 4
118.28 23.4799 4
56.7274 440.414 1
379.527 204.726 1
611.645 81.6742 4
294.253 370.407 2
348.128 95.1853 2
269.666 28.2474 4
415.679 456.232 1
259.405 403.635 3
281.003 590.899 4
604.775 261.652 4
544.324 516.115 4
526.625 485.951 3
531.45 313.679 1
560.248 356.143 3
339.35 291.416 2
217.763 240.768 3
289.296 67.6521 2
333.146 213.292 1
222.77 539.47 2
59.7252 624.845 1
469.084 25.8834 1
586.614 291.338 2
575.469 337.066 2
49.6031 125.904 3
597.793 626.307 3
194.232 58.4452 1
337.247 21.9744 1
6.44673 576.046 2
252.07 490.501 2
82.2654 554.033 2
384.295 617.159 2
580.151 444.284 1
256.74 275.655 1
1.06159 269.054 4
316.932 524.627 4
509.307 384.536 1
397.96 516.395 1
426.731 485.03 3
394.007 463.576 2
114.88 318.389 2
448.338 299.02 2
284.67 240.353 2
157.733 398.097 1
223.171 213.929 1
151.807 102.955 1
226.929 444.815 1
447.372 483.823 4
228.134 569.927 2
504.515 34.3955 4
270.098 496.958 4
160.705 251.307 1
9.90172 86.5291 2
372.486 603.87 2
547.297 485.956 4
255.113 300.496 1
30.4193 342.786 2
45.6391 361.384 3
369.887 482.588 3
517.519 472.242 3
484.721 206.034 3
235.943 626.23 1
431.793 138.682 3
629.628 135.719 3
114.169 142.011 4
201.416 166.573 1
545.811 243.625 3
52.2687 25.0626 1
563.433 115.559 3
65.278 75.7202 2
310.949 275.781 1
181.277 198.082 1
445.095 97.4169 3
506.957 220.521 1
108.34 505.943 1
4.28496 277.345 3
355.418 260.9 1
541.526 274.372 3
468.064 106.313 1
529.832 275.492 1
375.185 598.031 4
348.104 532.338 4
80.2175 626.404 1
149.008 224.622 3
188.306 492.075 2
342.796 307.997 1
301.028 252.118 1
546.93 582.975 3
611.748 564.535 4
209.808 123.241 3
464.284 66.9085 3
516.431 170.712 3
115.52 598.243 2
468.141 416.432 3
163.774 45.4065 1
247.003 449.94 4
248.74 52.539 2
475.114 407.833 4
202.844 96.4592 3
507.347 307.262 1
