Process Time: 193.38528180122375
cost_init,cost_final,confilct_init,conflict_final
1540.9 292.69999999999925 452 42
gapx, gapy = 20,8
minX, maxX = -20,500
minY, maxY = -20,500
292.303 704.836 4
36.4285 234.882 1
116.779 387.688 3
205.097 540.4 3
741.782 481.003 4
257.529 335.36 1
147.957 322.632 3
657.841 590.35 1
539.768 330.055 2
476.242 521.937 1
711.472 110.005 4
545.057 680.819 1
108.34 424.056 2
708.146 640.608 3
381.222 441.975 1
459.482 423.181 2
685.028 240.272 3
273.013 307.787 1
429.476 279.419 4
55.9548 312.454 1
384.402 535.956 4
276.849 157.605 4
104.156 550.99 3
704.99 493.036 2
525.956 161.742 4
243.416 282.195 4
468.772 716.822 1
42.3164 338.282 3
667.793 348.494 3
598.707 273.817 1
315.115 742.116 3
246.421 683.49 2
83.9334 21.4509 2
543.782 497.967 1
20.3536 405.546 3
301.924 59.7942 3
123.614 623.124 3
616.425 527.03 3
10.3541 522.907 1
460.64 34.5945 4
57.2077 195.404 2
275.327 102.085 1
144.816 623.72 2
513.325 306.628 3
564.982 544.287 4
259.326 187.84 4
247.411 293.518 1
231.23 399.697 3
223.11 710.463 1
465.888 105.078 2
609.782 161.293 1
630.49 188.596 1
369.479 34.0744 2
198.552 376.862 1
635.291 109.427 1
96.3784 266.096 3
360.221 19.4888 3
162.309 290.199 1
716.443 339.889 2
491.962 278.899 4
516.027 403.645 1
448.978 574.346 4
98.0817 639.601 1
694.695 564.299 2
150.466 351.246 4
121.688 220.921 3
97.0681 643.09 3
236.464 753.652 1
227.223 619.271 3
90.4685 713.63 1
622.973 38.887 4
710.817 692.757 1
387.807 670.323 1
731.812 470.569 3
493.097 129.592 1
179.332 192.577 2
471.153 669.789 2
205.483 669.353 1
7.61193 707.65 3
527.422 754.773 3
432.154 60.139 1
584.47 366.578 3
721.15 530.991 1
309.158 199.234 1
704.867 374.072 3
619.049 224.93 2
130.892 51.2037 3
154.541 68.8856 4
508.851 772.29 1
137.816 735.625 1
611.98 210.179 1
758.927 317.669 1
748.383 90.5158 4
742.712 72.8196 3
328.614 167.969 1
537.684 512.846 3
236.478 603.054 4
702.319 397.107 3
