Process Time: 229.58832907676697
cost_init,cost_final,confilct_init,conflict_final
1780.3000000000002 326.4999999999991 526 50
gapx, gapy = 20,8
minX, maxX = -20,500
minY, maxY = -20,500
393.362 112.865 4
212.425 409.092 3
265.744 533.649 3
636.424 40.9673 3
251.312 641.568 3
516.264 595.102 1
512.978 759.454 3
581.391 111.413 2
714.41 467.685 4
175.027 443.086 4
83.9676 642.438 3
583.211 102.487 3
69.9494 151.09 3
175.508 98.634 3
428.183 182.247 3
519.287 514.099 1
541.818 649.733 3
295.656 187.296 1
11.4179 261.629 3
463.797 203.04 2
358.08 229.8 2
532.031 344.367 3
421.011 299.806 2
424.86 125.55 1
713.869 15.1391 2
485.462 134.873 3
429.058 166.669 1
342.702 617.475 3
492.932 229.573 1
749.072 33.6154 1
709.352 76.8383 3
361.153 424.353 4
90.5158 594.392 1
35.0574 555.388 1
249.3 24.3487 3
128.481 348.47 3
427.923 32.6462 2
261.868 144.154 1
426.733 395.348 3
187.367 338.575 1
313.107 751.289 3
569.412 56.9476 2
496.076 211.243 1
174.745 464.068 1
259.562 650.276 3
295.329 90.1474 2
533.894 407.758 3
146.281 201.598 3
456.858 434.376 2
401.659 77.1122 2
57.0579 212.496 3
225.379 555.671 4
580.918 569.013 1
736.039 636.069 2
673.396 146.636 3
669.587 136.717 3
265.862 426.987 4
135.703 669.283 1
432.237 386.894 1
519.61 496.582 1
420.784 712.968 4
276.606 31.1431 4
675.145 399.201 3
633.563 204.766 1
138.638 524.949 3
573.672 76.7674 2
334.015 494.194 1
32.1025 403.621 2
228.902 620.94 1
351.448 258.579 1
707.321 377.911 3
71.5569 119.285 3
726.736 754.466 1
584.725 468.805 3
481.81 451.454 1
4.1842 583.315 3
447.867 609.059 3
668.928 93.518 1
473.854 539.96 3
661.069 266.38 2
170.11 81.5564 2
212.543 5.3189 4
666.647 164.508 1
142.988 275.34 4
270.554 409.342 2
604.439 682.001 1
189.166 226.987 3
181.605 331.933 2
214.434 220.77 3
89.192 162.876 2
541.852 547.265 3
528.935 249.903 4
278.688 177.888 3
692.709 485.509 1
397.36 484.327 3
142.074 560.068 4
469.008 84.923 3
500.304 146.835 3
475.226 550.848 1
284.22 579.878 3
444.565 224.775 1
336.225 6.24084 1
719.28 729.823 3
576.616 615.834 3
1.46565 34.2773 3
562.857 513.994 3
273.662 706.336 1
28.8639 436.386 1
514.538 161.363 1
584.44 486.63 1
490.289 228.76 4
82.0314 50.8486 3
574.11 429.601 4
606.697 456.82 2
114.076 473.902 2
365.136 363.34 1
75.4338 75.4338 3
643.114 329.71 1
380.336 67.808 4
654.768 50.1631 4
245.378 52.1252 4
251.752 601.329 2
467.614 72.3941 3
324.823 688.714 1
280.365 310.09 3
661.08 295.092 1
637.065 293.651 4
202.319 584.558 3
432.533 353.61 3
219.28 376.672 3
294.549 476.148 1
157.845 711.952 1
672.743 400.241 3
69.382 388.823 4
130.857 656.635 1
595.595 677.779 3
544.82 45.0195 1
44.7469 673.538 2
119.616 769.95 1
767.176 308.756 2
71.3441 197.579 4
103.575 130.136 3
444.66 469.751 4
117.68 326.391 1
609.664 111.045 3
487.527 201.182 1
403.456 427.71 2
431.823 723.748 4
387.582 601.565 2
226.207 738.759 1
686.138 428.325 3
520.944 187.107 1
587.729 269.845 3
329.795 270.011 1
339.739 524.159 2
256.16 679.353 4
600.2 177.249 2
326.367 728.831 4
366.815 344.594 3
232.932 364.64 3
299.513 574.961 1
505.248 633.209 3
497.967 184.493 1
84.1396 744.419 2
712.748 557.491 3
394.804 456.456 3
199.73 476.242 2
313.891 668.489 1
714.221 368.186 1
364.393 360.182 3
287.248 40.4236 1
323.684 334.712 2
207.626 521.38 1
239.303 118.397 2
615.745 370.833 1
591.64 47.3027 3
208.116 66.5551 3
513.356 18.1079 1
710.003 196.029 1
346.581 364.853 2
506.38 624.023 1
309.009 464.929 1
155.95 289.878 3
13.4745 112.51 2
656.186 521.971 3
314.754 328.363 1
731.797 134.391 1
470.297 675.864 3
479.316 540.943 4
539.974 260.46 1
7.30462 764.574 1
693.212 359.189 1
700.699 711.513 3
534.61 583.495 2
61.9998 277.042 1
509.077 668.37 1
663.065 738.192 4
260.179 494.326 1
233.964 293.39 4
88.9489 448.986 2
148.102 541.053 2
28.6511 368.517 1
437.402 262.304 1
517.62 246.31 2
448.371 688.525 1
467.354 405.901 2
438.608 657.676 1
328.544 0.709186 4
335.744 56.073 3
370.101 556.735 1
187.414 309.522 3
677.885 694.624 1
619.608 543.435 1
758.603 685.83 2
172.362 684.105 2
561.203 320.789 3
138.551 126.306 1
174.41 698.265 2
171.662 733.261 1
595.149 707.602 1
465.628 288.331 1
593.316 683.112 2
519.861 485.249 4
65.0324 412.699 3
194.672 615.007 2
64.528 613.432 2
703.702 440.003 3
401.021 655.241 1
621.77 428.112 3
328.235 667.756 3
217.184 190.96 2
108.056 320.893 3
356.201 518.25 3
365.961 70.0912 2
313.271 552.621 3
118.836 388.729 1
562.235 104.652 3
770.628 582.583 3
275.365 721.063 2
42.7888 180.64 3
483.121 250.626 3
419.339 729.384 2
377.878 30.33 1
248.901 271.311 1
622.854 309.725 3
531.7 143.492 1
457.543 373.647 3
687.627 522.316 3
41.0539 429.729 3
67.8691 217.659 1
698.501 764.692 3
476.36 91.6978 2
617.781 729.705 2
750.346 155.075 1
470.829 354.9 1
81.4263 352.215 3
244.53 457.142 3
315.422 454.281 2
712.295 241.005 4
456.361 48.6265 2
404.165 591.069 1
764.727 346.093 1
89.7238 292.975 1
436.814 647.062 1
224.686 699.825 1
160.209 185.642 3
407.708 700.237 3
627.015 90.2656 4
378.776 766.687 2
550.801 12.0562 1
200.795 21.5593 1
255.614 591.329 1
677.531 228.699 3
550.382 728.226 3
54.2527 23.5548 3
326.32 141.185 3
535.466 32.8826 1
384.821 735.473 2
426.36 533.507 1
160.992 253.733 4
759.105 519.891 4
773.35 130.183 3
203.111 160.64 3
314.789 125.597 3
119.381 498.993 3
420.902 94.0006 2
84.5848 655.274 1
239.989 513.474 3
122.408 355.208 1
453.123 307.598 3
229.57 350.551 3
114.675 265.671 3
632.142 243.332 1
719.534 510.316 2
243.83 275.694 3
409.901 538.792 3
671.025 583.424 1
10.3305 204.586 3
475.14 680.299 1
399.889 578.152 3
688.726 394.246 4
45.4089 658.385 3
551.889 718.524 3
289.909 70.3513 1
28.793 749.893 2
9.10122 475.769 3
513.193 720.046 3
732.403 449.435 3
386.932 670.086 1
525.953 126.056 2
667.096 472.356 4
761.455 656.589 1
591.296 545.908 1
648.243 680.994 2
328.779 212.789 3
132.074 217.909 4
507.825 694.6 1
311.401 419.98 1
449.648 384.568 3
23.3086 621.611 2
641.435 16.4295 4
619.114 346.981 3
9.90497 152.404 1
286.192 761.25 3
214.458 14.9638 4
466.408 599.579 1
620.94 571.84 3
216.006 714.67 2
117.182 109.343 3
75.3156 604.416 2
147.798 534.395 3
139.45 557.477 3
424.327 31.2042 3
351.735 621.814 2
318.472 39.1234 4
196.279 253.828 2
375.72 159.851 1
335.09 453.374 1
262.092 607.985 1
315.827 228.689 1
262.21 503.414 1
198.294 749.09 2
689.163 124.226 1
587.298 527.374 3
685.712 173.382 1
163.357 454.186 1
239.206 176.375 3
82.9275 233.582 1
725.214 724.703 1
144.201 28.2256 2
436.886 147.733 1
420.152 166.361 3
66.5689 303.494 1
78.2862 658.834 3
89.3811 748.367 1
22.2684 126.022 2
58.2715 487.542 1
642.926 175.311 2
66.1198 678.147 1
772.888 230.273 2
620.544 764.81 3
539.069 326.013 3
326.483 447.435 3
90.8704 57.5534 1
445.555 614.439 1
103.801 404.189 1
40.1399 569.95 1
96.201 463.902 1
600.161 503.863 3
721.287 718.051 3
80.968 238.925 3
526.689 774.134 3
108.529 579.438 1
555.411 306.581 3
226.609 389.84 2
699.99 87.1215 1
29.4076 705.309 4
326.273 389.14 3
559.713 577.311 3
622.824 28.6846 1
704.281 481.854 3
552.29 135.171 1
352.824 90.5158 4
462.174 575.491 3
96.9876 583.471 3
93.2107 447.081 1
221.945 646.778 3
364.23 683.287 3
74.6064 12.5624 3
475.864 4.49151 3
702.993 394.837 2
746.339 56.6029 3
436.186 310.822 2
760.788 593.126 3
587.608 408.964 3
529.431 83.3057 3
559.696 381.528 3
652.709 100.832 3
264.337 681.916 1
287.386 157.959 1
656.186 762.541 2
297.742 205.522 2
762.856 214.671 1
725.899 114.935 1
307.929 274.654 3
645.738 656.825 3
66.238 623.786 1
56.6665 647.204 3
201.718 78.4365 2
197.922 108.245 3
302.279 762.787 2
451.234 733.582 3
275.643 340.75 3
621.082 512.61 3
353.978 316.746 1
518.809 109.012 3
131.517 343.421 4
292.604 698.062 3
320.626 721.833 3
65.4579 578.091 2
87.9692 517.517 2
32.268 62.5975 1
503.522 572.512 3
573.431 125.276 2
213.63 228.831 3
149.047 434.812 1
504.515 592.582 3
25.3889 324.675 3
668.479 123.503 3
752.18 606.482 3
132.115 436.23 3
453.17 517.8 3
219.446 282.776 2
173.739 507.031 1
471.068 0.638267 3
668.03 420.216 3
177.461 380.36 3
235.4 461.846 1
27.9419 142.32 3
713.897 686.516 1
144.178 318.505 3
577.629 479.514 4
622.074 526.263 2
754.024 105.905 1
444.494 20.5526 1
476.431 736.23 1
98.4047 733.545 3
601.981 275.529 3
178.951 409.295 2
176.635 668.55 4
67.7863 172.418 1
691.055 530.778 1
344.649 154.021 3
711.195 378.54 1
555.536 427.224 2
115.557 696.799 1
34.6556 222.826 1
592.69 366.139 1
303.461 705.569 1
653.68 633.36 1
94.2914 508.723 3
385.009 655.841 3
217.746 265.78 3
493.854 679.386 3
334.539 192.0 1
38.6756 471.136 3
16.4058 84.0011 1
642.641 285.505 3
343.449 643.932 4
555.836 0.283674 1
643.162 73.1033 3
230.024 99.1679 3
253.857 259.113 3
219.257 188.407 3
749.447 553.615 1
130.632 491.972 1
359.723 325.162 1
682.048 727.601 3
573.714 305.314 1
660.063 29.9986 1
280.343 428.656 1
383.504 708.936 1
230.298 484.871 3
731.809 255.472 2
63.4182 717.082 3
342.865 177.519 2
26.1217 633.1 4
201.595 11.8532 3
633.442 448.712 1
733.133 459.434 3
43.8486 603.574 3
767.814 408.538 4
55.9784 103.565 3
645.655 669.07 1
495.957 206.525 4
723.37 7.16278 1
655.54 113.919 4
477.211 658.938 1
770.215 241.241 1
612.389 251.511 2
624.81 753.496 4
450.097 284.015 3
64.2286 194.776 2
5.15342 735.45 1
78.3414 110.846 1
376.713 503.556 2
401.931 625.559 2
20.9446 396.303 3
467.456 122.226 3
243.984 512.208 1
423.098 246.537 3
659.393 564.569 4
496.844 711.205 3
453.271 416.67 2
327.786 86.436 1
623.706 335.161 3
387.807 600.549 1
245.092 729.28 1
482.66 192.105 3
729.461 694.624 1
502.186 28.6373 1
127.018 276.393 3
652.605 156.092 2
344.428 216.656 2
541.062 615.536 3
545.047 323.635 1
650.418 182.412 2
278.072 465.037 1
568.72 756.181 1
462.933 581.732 4
50.1604 388.195 3
725.734 273.58 3
636.684 74.1809 2
137.582 160.286 1
173.469 482.138 2
478.244 138.136 2
491.014 306.52 2
133.232 667.732 2
136.235 516.132 4
34.0646 115.952 3
46.3308 183.916 1
561.734 680.369 3
743.676 559.311 2
345.35 60.3143 4
685.662 445.899 2
660.158 285.518 4
765.549 182.284 3
576.206 568.493 3
564.512 379.06 1
423.053 150.229 3
42.5039 315.598 1
438.632 636.504 2
353.387 184.895 4
267.142 342.844 1
33.3002 696.799 4
267.626 165.524 3
657.959 367.723 4
459.08 758.277 2
710.415 358.541 3
134.435 653.028 4
258.617 310.6 1
74.039 544.442 1
488.038 608.988 2
318.157 250.14 1
43.3995 295.281 2
463.146 421.777 1
4.58607 362.877 3
129.797 592.157 4
248.491 761.359 3
768.925 495.697 3
127.11 57.9405 1
34.8932 529.583 1
710.082 253.179 2
664.599 494.927 1
360.456 627.819 1
189.283 628.396 1
125.786 148.75 3
36.5007 326.462 2
642.76 656.953 1
604.039 580.634 2
361.661 157.78 2
313.957 389.65 2
203.647 426.231 1
5.79169 519.37 3
441.773 57.5485 2
768.013 636.032 1
524.254 239.597 4
405.277 482.469 1
344.641 168.503 1
528.961 459.941 1
92.1469 37.445 1
700.274 618.387 4
372.417 362.759 4
507.281 504.927 3
629.902 217.484 3
252.494 773.803 2
606.12 505.933 4
671.502 154.187 1
222.708 547.856 3
349.251 684.223 1
646.023 346.957 1
420.371 287.017 3
741.336 458.073 1
45.4089 421.597 1
342.747 515.649 3
605.164 233.71 3
539.785 485.887 1
769.208 674.365 1
200.511 577.476 4
588.459 692.52 1
385.582 112.558 3
302.042 406.043 1
157.204 68.0819 4
463.185 560.645 1
347.596 113.21 1
414.838 718.321 2
286.963 361.425 3
75.8802 694.563 1
547.186 443.738 1
591.108 395.996 4
460.133 505.281 1
513.451 619.474 3
66.3246 90.2557 1
639.838 56.9004 1
187.363 354.9 2
248.499 135.833 1
276.537 60.3517 1
43.9223 182.616 2
337.147 267.397 2
139.71 518.037 1
113.428 500.213 1
672.168 536.948 2
280.838 594.794 1
372.512 95.0073 1
36.4522 525.743 3
373.528 75.9164 4
769.786 321.058 1
242.59 62.1247 1
538.58 152.499 1
37.1377 39.0525 4
707.462 46.9343 2
396.792 128.268 1
623.986 294.88 3
661.671 61.8883 1
763.412 199.693 2
618.339 370.148 4
624.604 449.033 3
694.033 681.656 3
99.022 764.361 1
751.991 357.96 2
414.124 464.801 1
642.168 418.028 3
432.013 287.646 2
565.719 289.547 1
682.983 436.821 3
621.271 514.444 2
192.615 558.508 2
433.407 259.336 3
345.917 200.639 1
389.083 757.657 3
488.768 637.204 2
416.387 506.004 2
586.825 540.471 1
291.95 364.427 1
106.993 285.116 3
576.689 359.723 3
687.317 644.485 2
717.603 586.591 3
536.594 417.295 3
774.419 68.4699 1
361.425 236.915 1
320.741 765.968 4
290.182 293.012 2
517.207 365.562 2
730.887 766.157 1
508.581 91.9342 1
39.8155 343.563 4
715.569 405.31 4
67.6813 211.891 4
252.06 328.15 2
641.167 10.8742 3
720.202 150.972 1
366.557 752.196 3
246.652 136.093 3
428.608 332.003 2
457.781 373.576 1
147.582 266.276 3
4.3024 9.04014 3
271.241 105.324 1
729.776 533.261 4
304.075 648.74 1
144.414 613.054 2
133.185 14.2546 3
244.279 209.115 3
85.5988 354.414 2
204.844 245.625 4
200.332 384.483 2
178.045 372.522 4
66.4744 266.158 3
767.686 200.889 1
631.631 45.0333 1
374.025 48.4945 3
115.55 186.209 4
597.607 321.214 2
588.814 275.59 1
230.898 444.197 3
80.4795 751.619 3
233.669 339.346 1
672.403 230.58 1
187.745 318.637 3
576.831 714.964 2
335.965 474.162 1
444.308 394.956 1
8.29748 542.844 1
104.841 129.285 1
161.601 80.989 3
129.239 694.634 3
356.713 327.526 2
754.78 264.054 1
361.653 349.639 2
170.394 217.886 1
662.096 80.5497 1
171.363 32.268 4
538.155 261.17 3
46.9481 678.039 4
572.053 632.013 1
577.514 82.5118 1
134.911 345.573 1
35.9714 490.308 1
254.952 259.657 2
574.039 129.436 4
377.642 353.161 3
577.868 709.824 3
579.996 667.283 4
353.309 240.532 2
244.362 486.029 4
162.025 187.235 1
660.725 600.137 2
