Process Time: 486.22712302207947
cost_init,cost_final,confilct_init,conflict_final
4240.3 1408.8999999999978 1230 278
gapx, gapy = 20,8
minX, maxX = -20,500
minY, maxY = -20,500
866.475 139.499 4
221.913 635.997 2
687.096 328.378 3
706.978 1190.39 1
328.05 82.463 3
918.949 348.655 4
979.167 725.625 2
1185.68 496.8 1
330.712 829.846 2
938.663 1215.38 1
665.19 482.986 4
240.075 1080.08 2
562.308 797.606 2
774.104 75.4205 2
92.4126 1079.23 3
863.405 1069.77 4
716.126 651.367 3
1059.53 1150.2 3
542.758 1087.0 3
1064.81 814.312 3
240.01 1029.62 4
650.082 376.283 3
1221.8 700.935 3
983.537 741.02 2
425.101 451.351 2
1065.75 776.847 2
1040.54 899.272 3
496.551 509.354 4
633.325 1138.06 1
711.983 206.935 3
101.868 855.748 3
446.34 165.09 2
608.998 238.054 4
1153.15 987.017 1
812.06 624.368 3
1304.14 275.436 4
308.683 1188.3 1
782.661 723.839 3
284.386 221.2 1
464.028 784.709 1
256.675 864.894 4
505.907 548.431 3
1324.73 863.691 3
152.806 572.22 1
1188.2 791.915 1
185.931 71.6126 2
66.7024 119.657 4
1029.62 792.498 2
90.0787 826.022 1
737.294 70.885 3
933.403 870.627 3
94.5008 667.493 4
1067.04 42.7465 3
1157.63 838.813 2
1157.04 1195.4 3
1058.79 1079.08 4
271.71 1000.67 1
80.989 602.274 3
1109.85 203.909 4
264.7 1055.25 2
348.176 812.444 3
998.147 1324.61 2
388.813 1211.62 2
14.2898 946.579 4
1131.8 1088.0 4
1062.11 1208.65 2
21.8656 207.483 1
762.326 246.038 1
936.287 323.439 4
783.136 528.573 3
798.179 193.726 1
136.183 1213.05 2
1169.96 770.516 4
617.193 21.0961 4
558.071 581.786 3
320.437 428.406 3
67.1727 1184.66 2
627.83 815.392 3
287.662 190.491 3
500.551 190.025 3
1006.3 835.685 1
1095.31 618.12 3
787.646 143.225 4
1020.1 993.855 1
211.553 922.614 1
963.72 1177.22 3
494.491 991.521 4
923.716 466.035 2
910.065 538.753 2
999.587 343.584 3
293.534 695.367 4
1215.53 991.03 2
217.745 280.063 2
699.298 598.205 4
1059.16 233.442 1
272.57 1173.23 4
152.151 167.972 2
270.115 105.162 2
629.937 619.373 1
866.435 655.527 1
855.584 1332.14 3
1194.88 123.628 3
1226.34 1138.31 1
1063.38 1329.54 3
182.459 191.008 4
854.356 1065.85 3
661.587 1117.67 4
1132.94 445.603 4
243.45 169.446 3
325.637 958.601 3
437.537 446.053 1
507.553 498.176 4
1263.4 259.729 2
276.705 704.293 1
1261.67 577.978 2
24.3622 11.2189 2
488.066 1142.17 3
1009.17 623.304 4
634.493 866.45 1
1110.72 1243.23 2
1085.56 281.414 3
650.491 72.7339 4
162.633 777.395 2
1217.03 885.924 4
64.7265 627.332 2
824.548 1088.6 2
259.725 661.055 3
980.654 267.206 3
336.485 1060.69 2
1016.7 1195.48 2
406.542 729.162 4
276.186 1131.16 4
161.159 374.605 2
716.904 1137.57 2
565.45 611.512 2
564.377 1110.18 2
818.201 562.746 2
1176.62 604.305 1
331.361 774.242 2
105.433 33.8362 1
827.946 815.064 1
1094.21 378.75 1
757.357 1097.34 2
933.379 1032.22 4
1164.83 145.247 1
470.834 361.216 1
950.549 229.291 2
467.838 1036.82 2
1003.89 957.168 2
853.417 1163.53 2
724.397 111.083 2
500.113 401.792 2
928.176 1055.16 2
1200.63 1055.35 2
789.011 875.868 4
155.222 150.353 4
542.642 826.39 4
58.674 799.874 1
788.938 180.485 2
374.883 1230.04 4
1272.98 302.803 1
124.525 138.901 1
388.485 52.3842 2
693.956 1269.02 2
211.644 1299.11 4
1099.29 1119.35 1
938.041 192.444 2
307.701 386.372 1
661.436 825.899 1
613.682 537.975 3
764.277 697.505 2
881.413 51.811 1
823.026 705.849 2
378.068 1152.6 4
1186.83 1005.4 3
1179.76 1217.18 3
1201.36 814.353 3
709.762 494.205 2
211.808 501.386 2
508.139 1183.96 3
42.3779 317.2 1
817.915 521.039 3
1267.11 959.436 4
1185.05 231.641 3
1304.13 407.729 2
398.395 428.17 2
677.31 901.54 1
521.241 849.786 3
950.822 760.076 4
468.351 252.466 4
577.323 1219.97 4
846.066 584.979 3
712.73 1133.76 3
166.85 746.916 4
411.946 1222.57 4
11.3417 1288.37 2
32.715 426.989 4
788.285 47.4551 1
934.526 907.518 4
865.329 609.89 3
426.973 1211.56 4
996.926 698.74 4
595.953 37.3921 3
1284.42 279.531 1
290.586 321.351 1
109.323 71.0835 4
527.823 1275.97 3
88.8504 1177.08 4
388.006 878.227 2
815.704 318.198 4
1326.78 1212.87 2
7.69764 661.424 4
1179.38 1248.79 1
450.357 799.178 2
818.283 1303.89 1
719.811 970.239 1
1085.31 478.072 2
942.236 1178.23 3
749.783 784.186 4
387.543 840.926 1
107.229 91.6913 3
896.406 1198.7 2
959.83 426.035 3
689.594 1081.49 2
103.509 788.655 3
1165.74 1042.21 4
235.367 976.217 3
986.403 104.0 4
735.984 845.65 2
419.644 1250.46 4
283.502 354.869 2
154.157 992.053 4
1026.28 730.047 4
267.165 694.932 4
1068.31 359.061 1
1340.31 871.921 1
1295.13 101.502 2
1008.76 314.211 1
781.597 478.041 4
1282.51 337.836 4
402.296 1329.54 4
690.576 877.531 3
219.71 1141.58 1
789.786 989.761 3
1250.22 1190.76 3
838.674 643.587 1
1010.75 1220.17 4
1121.51 662.504 3
69.3606 335.88 3
1175.57 557.792 2
951.436 1119.37 4
1207.51 860.466 3
319.125 784.642 2
1285.49 497.332 3
1172.5 272.242 2
771.644 210.907 3
961.695 491.584 4
1054.13 116.734 3
51.222 1162.22 2
412.973 1187.54 2
705.112 84.9197 2
95.7008 1094.29 3
616.541 680.709 4
750.233 538.768 4
348.842 1039.71 3
1119.8 288.948 2
923.512 211.112 4
157.31 799.735 4
1034.68 943.37 4
251.015 516.315 4
77.306 639.779 4
72.3013 1044.81 4
862.135 269.795 4
1196.74 678.841 3
299.749 751.953 3
740.327 1311.85 2
1068.99 968.633 1
540.21 930.938 2
662.734 1054.74 1
308.808 937.531 2
533.841 395.052 4
871.102 1140.68 4
199.352 877.858 3
1185.66 67.1087 1
394.394 897.036 3
336.935 498.545 2
599.433 1257.29 3
148.303 124.441 4
396.514 185.946 1
703.926 518.337 3
994.592 132.948 1
536.255 295.795 2
552.142 411.128 4
1299.47 1317.53 1
904.391 1277.13 2
372.262 1108.56 3
1123.2 1026.28 4
777.719 19.2441 2
1130.38 759.855 3
796.009 326.085 1
737.376 229.578 2
636.88 1281.57 1
249.887 1206.97 1
748.904 696.554 3
338.901 990.472 1
1028.35 710.942 3
531.957 1224.06 3
541.168 1161.0 2
792.406 1157.61 1
291.663 910.425 4
1129.38 404.469 3
548.293 885.326 4
746.634 1094.39 4
155.286 350.12 3
1275.42 1108.6 1
190.926 1100.8 2
419.644 668.756 1
998.945 1057.73 4
774.465 403.348 2
880.931 704.677 1
1255.94 510.592 3
714.122 461.301 2
159.912 1307.17 4
514.046 319.657 3
508.167 792.545 2
427.096 127.625 1
147.279 441.442 1
573.105 1079.85 4
943.247 796.337 4
839.493 842.041 2
91.9212 1126.43 2
231.42 618.513 3
445.685 652.8 3
939.482 1094.19 3
641.811 537.745 2
896.12 567.864 2
802.429 936.016 3
1212.18 939.373 4
131.433 759.364 2
463.136 932.406 1
584.038 68.1071 2
989.801 640.091 2
516.561 397.452 1
958.594 949.307 3
805.631 1279.2 4
689.856 150.195 2
1316.46 358.816 4
715.471 197.698 1
502.68 484.091 4
897.014 511.616 3
797.639 1075.17 4
188.512 939.046 2
1049.17 260.05 1
486.386 1020.18 2
76.7391 61.4268 4
729.047 715.773 3
1110.14 1327.51 4
161.058 232.976 2
392.211 143.937 4
1035.83 2.86614 2
477.821 313.449 3
759.052 824.557 2
742.085 897.931 1
380.378 320.189 3
581.54 935.14 1
439.838 512.967 3
934.005 1101.01 1
853.919 762.614 3
1289.01 473.568 4
1061.7 552.444 3
207.181 738.006 1
20.6772 862.151 3
582.955 563.99 4
58.3874 359.839 4
440.377 105.105 3
234.893 1068.33 2
814.148 888.872 1
569.279 983.168 1
1204.09 1077.22 1
659.376 371.672 4
528.56 223.411 3
377.594 561.165 3
636.408 221.446 4
298.652 576.995 1
1037.65 921.112 2
198.296 538.195 2
1266.52 387.339 3
245.109 1321.82 3
221.921 301.493 4
920.166 1015.06 4
1047.57 1091.26 1
439.216 64.8157 4
558.869 458.132 2
497.229 1043.81 1
965.79 928.916 3
722.979 943.575 3
990.538 78.0409 2
1322.97 630.142 4
915.732 167.956 2
818.816 365.817 3
520.246 58.0346 4
663.594 391.024 3
1176.88 633.638 2
1088.45 93.6567 2
697.66 763.909 3
120.657 145.354 3
1267.65 895.48 4
438.215 146.378 2
858.071 848.378 4
89.0142 1253.05 4
968.592 260.876 1
721.982 1238.47 3
74.1102 561.042 3
35.7449 513.49 2
839.353 727.59 4
74.2457 532.831 1
851.317 1263.31 4
1105.14 726.526 1
780.614 1249.39 4
185.357 13.4047 4
1190.55 959.175 4
265.889 578.321 1
1097.87 926.009 4
266.715 544.853 2
71.8499 262.661 1
1210.58 514.513 4
355.158 282.274 2
1040.14 984.888 1
920.115 802.535 1
751.697 1019.69 3
349.723 21.578 2
550.954 764.614 1
200.06 616.057 2
98.4346 818.75 4
460.179 1293.41 4
565.613 208.384 3
359.332 640.378 2
1236.9 1199.15 4
781.842 641.893 4
888.217 591.546 3
704.047 309.354 2
290.217 540.529 4
1201.98 606.721 2
139.676 570.542 4
413.771 18.4409 3
914.381 1266.02 1
365.269 958.283 3
515.619 657.836 4
1007.28 1261.59 1
474.142 1000.65 3
1199.59 1090.69 3
101.291 1317.69 4
205.544 234.696 1
1324.04 1279.77 4
313.225 452.85 1
997.98 192.277 2
1123.73 27.7764 3
746.522 206.746 2
789.172 1315.76 1
468.514 595.6 2
184.989 596.296 3
34.3937 162.387 4
1101.17 478.031 1
1116.03 879.757 2
296.386 272.989 2
953.752 275.559 1
1065.21 1232.7 4
209.883 1201.91 3
741.534 18.5228 3
987.9 476.803 3
345.158 637.405 1
349.075 489.997 3
186.844 430.756 2
889.241 50.1732 3
418.702 56.0945 2
1315.37 949.241 2
396.984 1253.61 2
1207.46 732.299 1
184.984 582.211 4
685.499 229.43 4
269.851 418.431 4
884.268 203.143 2
1021.2 984.331 4
980.302 1158.82 4
1009.21 600.579 1
1001.37 877.055 4
524.874 1031.11 4
632.394 866.721 2
366.784 626.8 2
542.151 63.7512 4
308.929 915.093 1
534.617 1309.59 4
1199.76 169.307 1
921.505 696.885 4
633.471 562.516 4
1127.72 834.538 2
1287.85 1077.85 2
270.154 1043.64 4
1323.16 735.698 2
892.639 915.036 3
214.592 203.839 1
341.562 669.26 1
328.05 206.419 3
1081.56 1047.02 2
90.8157 408.753 4
847.15 364.205 2
1053.92 686.211 1
320.716 1340.14 1
486.589 37.0142 2
1171.72 429.241 4
374.482 1277.82 2
487.379 1151.75 2
804.853 1201.29 2
111.457 161.994 1
1051.56 456.576 4
119.068 262.866 1
115.753 946.195 1
147.156 383.244 1
342.116 1187.5 3
569.093 254.391 2
1299.8 105.392 4
469.404 385.594 3
81.2346 45.5716 2
46.2677 723.25 4
763.704 442.45 3
166.658 713.833 1
1040.2 30.1354 3
117.921 1031.98 3
1092.47 113.877 2
627.298 729.474 1
266.881 1093.6 4
880.192 375.014 1
247.061 94.885 2
323.014 1242.24 3
222.003 438.438 2
191.458 109.282 2
344.768 1125.88 4
576.516 131.883 1
1103.31 388.444 1
587.838 858.998 2
1095.07 149.817 2
1207.71 756.794 4
1057.74 370.444 1
609.137 790.768 1
844.611 431.165 4
1336.36 991.905 1
177.905 553.042 3
807.926 201.956 2
574.293 336.976 1
680.422 350.447 1
896.327 92.674 1
802.163 786.715 4
916.021 1246.58 4
109.856 393.071 4
1155.14 1300.2 3
157.414 170.249 2
655.609 564.189 2
917.575 1263.37 2
713.466 799.424 3
1219.38 397.534 1
631.812 1189.46 1
1118.33 807.269 2
756.082 314.416 1
1302.66 629.584 2
