Process Time: 662.5657081604004
cost_init,cost_final,confilct_init,conflict_final
4190.599999999999 781.9999999999823 1224 24
gapx, gapy = 20,8
minX, maxX = -20,500
minY, maxY = -20,500
426.61 107.789 4
932.885 634.096 4
1246.72 265.097 4
801.494 1144.09 3
1060.47 338.521 2
173.367 1021.9 4
229.38 130.295 4
1096.82 1238.78 4
458.799 142.253 4
556.823 581.219 3
763.919 1217.74 1
973.804 241.658 4
661.89 98.2157 4
30.5351 682.815 4
1174.81 183.597 4
1210.38 836.849 2
852.938 829.892 4
321.912 461.656 4
323.263 1229.9 4
668.616 988.444 4
290.886 1029.97 4
952.505 607.923 3
165.09 282.847 4
1261.03 242.158 2
1136.29 291.416 4
830.857 381.284 2
1031.87 154.306 4
207.222 997.593 1
408.062 875.646 4
901.655 1208.68 4
348.008 854.791 4
952.026 1128.65 4
264.162 513.461 4
1090.58 244.676 4
290.18 17.7189 4
958.402 412.137 4
609.87 412.591 2
719.718 302.774 4
759.965 841.588 2
780.0 143.536 4
1200.06 684.791 4
1082.28 1237.13 3
1177.9 225.134 4
508.983 256.788 3
1077.69 20.0828 2
1055.28 563.153 4
1030.74 529.134 1
314.297 749.104 4
356.346 65.6732 4
910.194 294.667 3
125.391 788.904 3
369.351 361.026 2
357.234 136.153 1
1077.84 402.139 1
31.1142 96.5852 3
705.242 1116.25 4
882.894 572.919 4
353.49 965.043 4
835.989 198.459 4
1170.72 1249.05 1
170.51 879.158 3
1099.5 873.831 2
1230.8 1073.18 3
627.605 192.214 2
574.863 303.701 4
496.293 951.069 4
287.131 675.179 2
223.165 882.51 4
625.41 1187.28 4
1192.02 732.032 3
707.952 905.833 3
367.116 618.385 4
1249.22 801.412 4
560.155 1111.97 4
964.385 575.46 4
637.046 1238.39 3
844.684 116.466 3
203.28 581.557 2
775.114 671.85 2
296.225 183.442 4
635.177 960.604 4
207.834 292.419 3
450.384 866.535 4
1195.31 485.777 4
686.263 851.827 2
1078.23 568.934 2
877.564 147.889 3
494.97 129.214 4
1024.34 860.513 4
894.359 429.306 4
306.423 1176.4 2
110.984 229.891 4
1150.25 264.055 2
1056.72 207.531 3
1191.56 510.922 1
688.752 1055.68 4
68.5369 171.282 3
1057.65 652.558 4
679.363 269.836 4
144.0 1026.03 3
165.182 869.46 3
111.023 1006.05 4
985.913 593.293 2
515.507 997.554 4
66.1659 1005.54 4
220.965 792.06 4
1111.15 800.051 4
72.6796 170.867 4
832.092 1095.68 4
573.605 1094.95 4
1148.57 853.362 4
136.153 920.078 2
163.064 1045.54 4
340.326 497.788 4
746.007 352.1 4
588.081 812.684 4
840.936 345.16 4
205.639 106.352 2
328.204 1053.17 4
582.484 1116.68 4
154.143 514.002 2
819.893 298.441 4
1238.26 1045.26 3
671.094 504.196 3
789.195 83.2303 3
336.002 431.275 4
474.685 816.235 3
898.876 937.749 1
403.867 356.162 4
1139.72 505.132 3
680.459 626.23 4
968.091 1155.05 4
990.428 203.873 3
630.39 579.087 4
606.495 440.896 4
32.8899 42.8587 4
1068.95 605.761 4
6.52394 1054.1 2
244.397 962.959 4
287.941 1143.82 4
1229.56 1240.62 4
915.672 240.314 3
944.5 766.77 3
528.864 677.804 3
513.528 633.333 4
579.202 804.654 4
892.593 128.008 4
702.964 552.064 4
243.605 336.62 3
187.65 552.18 4
432.587 1228.48 2
953.653 1017.58 4
339.558 1125.55 2
954.688 551.031 3
522.32 1157.29 4
611.631 1041.83 4
709.72 190.67 3
237.564 290.335 4
236.583 1048.04 4
550.37 398.308 4
426.137 421.981 4
