Process Time: 415.1300599575043
cost_init,cost_final,confilct_init,conflict_final
2311.3999999999996 450.69999999999527 664 2
gapx, gapy = 20,8
minX, maxX = -20,500
minY, maxY = -20,500
390.393 837.275 3
164.129 28.2601 4
515.946 412.885 4
16.0916 581.809 4
930.005 307.555 4
651.886 400.555 4
783.793 303.201 4
646.413 820.887 4
918.746 140.172 4
366.661 457.812 4
293.68 153.972 4
891.446 465.621 4
332.987 81.0266 3
41.3526 321.639 4
457.535 963.596 3
536.76 660.176 2
138.212 700.42 4
144.407 376.629 4
868.75 681.967 2
165.197 93.7223 4
436.574 571.923 1
439.971 689.199 4
489.19 941.378 4
837.331 886.593 1
165.384 782.271 3
729.656 665.704 4
964.76 626.179 3
475.556 307.443 2
153.05 504.628 4
796.429 216.747 3
511.521 645.745 4
307.468 996.25 3
778.527 657.342 4
523.087 686.762 4
363.994 66.5304 1
485.209 746.544 4
261.269 824.854 4
73.1158 444.319 3
716.758 923.342 4
727.829 730.495 4
912.809 789.789 4
229.499 225.78 4
737.222 628.468 3
110.876 812.529 3
700.665 842.769 3
468.059 812.586 2
883.605 953.677 4
807.109 747.246 4
405.82 125.895 2
299.144 575.549 4
555.681 37.8492 3
696.434 169.469 4
285.348 767.113 1
274.121 584.277 4
231.819 967.624 4
410.138 285.932 4
204.887 512.959 4
284.249 500.748 4
704.428 128.025 4
365.873 374.035 2
104.312 212.993 1
958.098 371.563 3
632.247 892.365 3
602.405 378.063 1
788.476 93.0103 4
896.858 622.944 4
443.337 60.4003 4
993.982 414.293 4
696.646 136.479 4
814.081 58.1378 4
457.069 642.567 4
60.8539 595.864 4
853.206 423.693 4
506.668 14.7446 4
91.1893 967.565 4
2.28889 616.84 3
811.544 276.258 4
425.332 725.547 3
769.49 229.194 4
984.811 513.264 4
248.898 137.577 4
407.025 340.342 4
662.582 471.668 4
148.198 263.287 3
298.105 185.862 4
821.192 583.575 3
683.523 965.087 3
568.09 304.945 3
57.6735 31.2204 4
689.199 864.624 3
323.71 168.802 2
656.789 193.644 3
482.695 984.222 2
941.71 252.667 4
308.573 369.614 4
86.0418 987.335 4
826.596 615.746 3
514.389 184.942 4
388.7 398.236 4
881.588 121.128 4
546.709 240.73 4
650.208 180.063 3
184.851 894.441 4
920.303 171.911 4
676.353 345.256 4
2.22785 133.457 3
705.313 952.334 4
803.638 244.087 4
981.041 261.605 4
478.99 737.053 4
394.08 942.629 4
238.746 637.41 3
373.809 343.791 4
103.641 171.27 4
191.077 329.604 1
714.225 842.437 4
593.968 87.7449 3
102.634 708.98 3
161.224 184.729 4
770.182 976.836 3
869.307 135.411 4
711.731 782.128 4
467.635 677.633 3
598.485 546.068 4
344.676 625.894 4
232.453 354.141 4
253.731 807.428 3
31.4646 685.476 2
176.292 151.25 3
113.498 816.008 4
957.61 837.977 2
180.7 784.875 1
601.514 869.808 4
50.7541 197.123 4
654.883 364.055 4
269.387 367.691 4
900.784 580.466 2
694.357 798.883 4
877.285 453.173 3
567.975 500.538 4
677.856 711.391 4
574.932 851.135 4
456.788 7.32444 3
229.433 363.541 4
863.369 435.092 4
718.802 581.927 4
605.029 509.083 3
562.163 616.932 4
857.678 675.013 4
753.716 670.522 4
81.4104 100.135 3
384.686 771.722 4
814.661 857.361 3
178.533 630.818 2
257.698 941.74 2
260.048 339.539 4
847.56 662.852 4
710.318 676.752 4
138.077 277.816 3
705.261 945.097 3
933.012 891.267 3
788.417 511.795 4
786.594 337.508 4
154.899 613.269 3
280.115 51.611 4
61.2747 81.3055 4
154.942 384.019 1
692.627 721.309 4
569.584 929.075 4
840.992 977.264 4
153.487 83.2892 4
603.482 623.04 4
894.894 777.585 4
220.588 77.9138 1
814.862 530.996 3
632.818 730.796 4
874.776 394.242 3
41.139 842.712 1
978.709 961.384 4
103.549 738.829 4
