Process Time: 148.11642694473267
cost_init,cost_final,confilct_init,conflict_final
1170.1 201.20000000000144 344 2
gapx, gapy = 20,8
minX, maxX = -20,500
minY, maxY = -20,500
61.44 158.389 3
598.397 25.1784 4
460.227 578.45 4
405.742 64.9499 3
290.84 8.22248 4
286.296 516.049 4
97.3766 132.081 4
222.577 126.194 3
5.44305 66.3396 4
359.685 488.294 4
75.0639 369.172 4
230.384 280.742 3
198.845 110.388 4
268.29 613.067 4
93.4807 596.323 4
567.706 152.676 2
35.071 257.685 3
115.038 233.742 4
218.745 362.098 4
485.474 307.05 4
152.676 204.404 4
102.927 499.892 4
567.911 599.305 4
288.868 357.996 4
73.6742 161.853 4
477.895 607.809 3
406.826 341.609 3
359.245 423.709 4
22.1968 1.40902 4
403.961 512.226 4
337.546 164.883 4
466.867 80.0529 1
596.188 309.665 4
488.193 556.021 3
597.608 560.229 3
553.681 455.441 3
474.392 106.612 1
175.843 307.243 2
321.333 307.996 2
537.704 497.788 3
48.1575 551.603 4
84.0747 578.797 2
579.743 418.622 4
69.2927 173.656 4
492.422 28.7208 1
562.491 207.54 4
165.608 415.399 4
69.6828 17.7575 4
55.1254 398.155 4
289.725 264.383 2
121.327 69.244 4
563.24 290.363 4
467.562 3.82172 4
109.151 96.7396 4
472.252 163.021 4
423.033 51.4598 4
527.03 262.675 4
542.642 291.714 4
463.489 188.566 4
459.61 151.604 4
324.479 206.034 3
187.94 178.752 3
412.683 264.325 2
629.036 424.519 4
323.186 17.6996 3
179.1 303.769 4
443.223 259.924 2
502.98 57.3065 4
462.061 235.527 3
507.436 553.367 4
187.766 24.6674 4
363.2 281.726 3
127.009 557.199 2
21.1353 337.064 4
404.958 368.573 3
544.018 217.5 3
87.0278 616.058 3
558.936 375.136 4
218.031 411.935 4
500.78 600.55 4
315.079 432.607 4
406.897 283.772 4
163.309 303.218 3
347.39 130.537 4
420.505 372.137 4
104.819 101.121 2
121.765 535.86 4
454.63 329.082 3
258.12 492.287 4
118.377 122.787 4
168.291 357.764 4
119.892 328.291 4
282.493 44.8513 4
578.179 388.059 4
586.518 538.38 4
398.312 76.8011 4
421.161 219.314 4
227.117 570.692 4
121.774 553.34 4
274.684 163.158 4
457.39 629.137 4
461.833 320.223 4
546.979 218.282 4
40.2245 469.559 2
545.133 252.156 3
130.922 300.759 3
505.68 435.985 3
447.158 81.7423 3
391.389 385.115 3
61.0703 130.054 4
582.707 541.526 3
178.435 392.942 4
171.038 625.593 4
297.309 393.328 3
584.645 114.42 4
567.575 130.903 3
295.549 555.953 4
502.65 491.168 3
317.631 296.955 4
507.668 433.774 4
114.767 11.3971 3
44.1884 460.055 4
571.327 177.266 4
580.23 219.16 2
414.135 564.437 4
286.631 234.862 3
297.474 218.803 3
96.7396 580.071 1
292.089 210.484 3
490.104 296.009 4
37.1342 323.862 3
578.083 341.735 2
357.138 196.692 4
352.177 52.0371 4
593.698 214.962 1
217.954 426.836 4
324.576 442.895 4
462.582 391.707 4
462.477 90.5052 3
134.003 397.883 4
417.783 618.124 4
33.6345 276.466 3
472.214 52.8671 4
364.75 576.963 3
571.269 56.1098 4
509.504 49.1896 4
406.492 379.682 1
103.675 517.341 4
554.783 81.5107 4
18.8963 406.916 4
116.193 481.498 4
251.596 96.0392 4
384.14 100.088 4
81.4141 94.1623 4
69.7174 370.649 2
134.494 497.634 4
585.36 578.806 4
590.627 341.532 3
387.283 606.109 3
359.782 223.695 4
350.285 272.365 4
427.353 529.105 4
405.961 108.861 4
165.666 570.787 4
281.794 65.3644 4
381.492 547.702 2
394.834 425.177 4
396.262 543.958 4
581.933 187.92 3
432.112 462.331 4
277.287 530.041 4
263.979 481.874 4
138.018 231.744 4
488.369 334.13 4
51.8796 353.595 4
61.9622 37.8697 4
387.391 187.428 4
104.518 47.2015 3
223.165 449.466 4
296.801 233.414 4
465.574 475.06 4
469.529 246.22 3
38.1247 191.414 4
141.252 33.8641 3
365.437 582.975 4
257.507 228.038 3
186.28 134.88 4
13.1637 242.179 4
245.555 579.617 4
311.219 33.2374 4
3.5708 37.8596 4
370.089 173.029 4
425.851 339.148 4
90.5438 211.102 4
265.494 191.385 4
220.463 623.712 4
270.187 70.7597 3
351.097 113.976 4
430.233 454.195 2
267.929 596.651 3
11.3686 293.326 2
171.398 98.1964 4
25.2465 229.196 4
232.468 125.209 4
558.322 534.258 3
578.43 364.684 4
79.5612 251.528 4
523.348 374.074 4
323.879 461.675 4
466.674 107.935 3
247.747 328.522 3
308.961 329.075 4
105.425 410.005 4
447.913 507.564 3
565.556 148.94 4
277.306 562.468 2
475.147 523.633 1
182.879 83.1264 4
18.047 533.091 4
556.311 492.219 4
195.195 358.141 4
418.816 406.578 3
462.766 21.1353 4
304.193 99.5401 4
347.525 147.87 2
543.105 295.141 2
250.091 331.591 4
560.673 467.378 4
129.417 600.463 4
93.9795 152.395 4
504.486 566.483 4
64.573 480.629 4
226.476 529.413 1
235.036 275.636 4
71.0664 573.054 4
213.109 243.297 4
171.398 377.655 4
42.8109 118.849 4
21.6371 442.865 4
386.804 594.865 3
120.056 332.084 2
242.891 521.761 4
539.229 379.605 1
132.467 193.692 4
450.171 123.26 2
46.0577 79.1945 4
515.24 404.755 3
570.15 138.228 4
310.293 619.311 4
106.873 269.412 4
394.891 599.662 4
193.962 454.591 4
617.191 234.09 4
584.98 105.96 3
65.1459 173.213 3
317.28 257.106 4
169.873 16.1168 4
62.267 201.807 4
204.446 606.418 3
245.32 497.441 2
34.8587 269.933 4
351.949 77.2064 4
180.093 473.169 4
450.31 72.3708 4
133.115 357.34 3
406.167 532.338 4
145.954 163.658 3
291.749 608.271 4
55.9167 406.289 4
146.769 282.904 4
111.967 432.655 4
110.424 47.4626 4
234.437 586.421 2
327.934 199.27 4
502.421 1.29321 4
599.003 320.001 3
348.698 405.449 4
390.288 393.299 3
454.352 29.2805 4
540.583 270.937 3
441.157 142.146 4
327.587 566.955 4
166.978 57.3644 4
254.778 340.296 3
421.254 296.26 4
308.936 55.2043 1
319.331 514.851 4
101.025 575.795 4
582.834 620.566 4
557.951 36.0452 4
46.5362 280.008 4
89.1927 262.916 3
428.801 236.811 3
302.309 144.376 3
264.665 615.702 3
303.243 490.752 4
369.647 3.97613 4
82.1775 306.548 4
540.869 273.156 4
550.173 254.134 4
522.321 525.399 4
359.171 482.482 3
161.612 0.829969 4
616.459 160.763 3
243.721 306.085 4
167.152 171.311 3
228.208 13.9165 4
333.208 374.953 4
84.0778 183.327 4
624.063 483.36 4
298.689 440.347 2
240.861 292.767 4
311.914 413.865 4
597.037 609.429 3
300.835 152.676 4
201.401 424.365 3
96.5273 384.855 4
522.568 208.215 4
440.269 199.163 4
428.322 361.432 4
438.532 516.771 4
199.193 533.419 4
127.931 210.319 4
319.461 526.383 4
218.438 479.104 4
266.999 424.142 4
349.986 64.6025 4
585.842 195.892 4
118.258 79.0878 4
397.739 130.256 4
137.601 349.58 4
334.384 132.437 3
324.344 383.098 3
560.171 458.21 2
193.463 531.894 3
267.983 26.9928 4
284.216 597.578 4
26.2502 498.917 4
520.541 534.732 3
448.608 260.243 4
561.792 15.8751 4
487.922 589.548 4
287.883 478.863 4
366.074 147.107 4
522.263 397.371 4
290.701 178.619 4
247.273 456.637 4
358.749 460.68 4
557.488 92.3792 4
289.292 55.8395 3
584.645 72.4582 4
552.064 292.921 1
291.068 133.027 4
60.4912 452.912 4
631.075 410.284 4
278.908 437.808 4
588.387 438.667 4
38.5453 326.332 4
629.616 160.695 4
225.948 579.743 3
410.137 351.26 4
14.8236 121.253 4
38.4142 556.551 3
406.181 254.752 4
565.335 423.4 3
218.041 231.049 3
45.8291 388.618 4
218.185 79.0594 4
619.348 44.9341 4
150.054 19.7354 1
372.0 17.2648 4
397.845 628.257 4
424.505 448.868 4
365.823 234.775 4
193.881 323.804 4
407.92 151.923 3
623.085 578.894 4
319.596 360.419 4
395.2 452.41 4
419.347 227.064 3
146.962 487.713 4
341.417 500.5 4
462.643 108.378 2
399.755 491.554 4
520.035 486.255 4
581.383 530.022 3
527.648 172.114 4
566.114 364.115 3
476.672 239.533 4
310.756 393.579 4
423.149 62.0831 4
33.7006 59.4195 4
433.109 480.726 4
175.092 520.68 4
393.249 452.642 3
5.59746 372.665 4
89.9444 348.857 4
38.5758 258.97 4
386.051 330.221 4
47.9792 143.721 4
135.999 514.86 4
527.918 468.025 3
69.696 426.98 4
54.6621 469.878 4
513.982 412.765 4
332.875 307.001 4
311.972 503.019 4
146.161 441.205 4
327.386 549.922 4
40.0772 515.038 4
197.282 188.557 4
340.5 51.1391 3
400.836 8.32813 4
421.045 401.338 1
227.141 164.179 4
382.691 99.1523 3
213.164 367.966 2
0.791366 55.1345 4
489.373 28.6527 4
597.944 379.161 4
507.478 245.255 2
400.045 187.524 2
612.127 559.563 4
301.684 257.85 3
108.378 604.101 2
153.795 158.499 4
491.535 556.349 2
631.347 252.879 4
268.794 621.029 2
226.894 465.786 4
537.727 380.666 2
490.647 91.7405 2
541.884 591.536 4
143.488 38.593 4
123.183 370.842 4
450.314 428.071 3
119.223 508.481 3
607.245 319.316 4
275.955 366.499 3
517.476 182.988 4
450.152 499.95 4
62.0927 364.512 3
305.197 225.385 4
243.297 357.448 4
170.182 222.981 4
418.304 169.507 4
317.594 217.384 4
471.425 168.242 3
10.0754 144.202 4
422.112 397.622 3
425.735 42.0196 4
41.5797 109.691 4
474.558 200.544 4
444.226 270.029 4
576.685 125.006 4
58.4645 218.426 4
44.9341 387.219 2
583.758 526.788 4
442.275 150.349 3
69.0205 99.3931 3
337.353 245.603 4
618.614 626.346 4
564.176 516.694 4
548.441 412.021 4
128.24 562.342 4
450.021 531.47 4
588.255 214.944 4
629.68 352.158 4
279.691 473.13 3
223.377 112.007 4
627.532 446.253 4
81.0962 560.257 4
95.7532 443.705 4
615.702 107.317 4
91.3738 469.366 4
528.881 345.383 4
546.563 347.931 2
81.086 120.365 4
279.603 253.767 3
587.425 104.557 4
151.826 18.4137 3
626.592 224.786 4
205.388 281.282 2
517.3 453.79 3
223.389 70.5372 4
353.161 207.55 4
502.625 89.8002 4
37.6574 9.5929 4
174.988 246.655 4
368.583 351.694 4
273.772 297.978 4
10.114 624.821 4
275.202 521.761 3
136.018 450.422 4
465.668 521.935 4
630.865 16.0782 4
104.786 272.702 3
560.085 455.43 4
6.15721 587.83 4
5.19213 470.747 3
102.947 47.2595 2
156.961 432.491 4
0.308826 293.258 4
136.636 570.68 4
350.778 341.87 4
253.7 8.0386 4
268.813 340.933 4
210.272 92.1072 4
428.071 400.228 4
54.8551 317.299 4
260.707 322.423 4
537.926 142.484 4
240.575 562.256 4
315.157 538.515 4
465.584 330.675 4
598.496 607.836 4
558.974 232.092 3
304.29 196.557 4
310.293 142.446 4
469.569 420.803 4
363.932 286.088 4
141.519 123.241 4
593.447 501.977 4
632.388 92.474 4
600.067 337.227 4
208.719 605.153 4
334.941 588.1 4
409.271 81.1338 2
201.095 278.406 3
216.95 208.978 4
416.529 262.888 3
501.724 20.4688 4
35.005 462.621 3
19.07 109.469 4
608.899 195.226 4
344.63 376.738 2
12.4495 382.76 4
19.2823 213.148 4
455.213 560.914 3
195.139 175.036 4
602.461 518.257 4
488.419 40.6776 3
625.653 134.792 4
545.367 115.162 4
163.851 415.66 3
238.912 496.987 3
