Process Time: 232.6219127178192
cost_init,cost_final,confilct_init,conflict_final
1758.2999999999997 302.0000000000013 520 6
gapx, gapy = 20,8
minX, maxX = -20,500
minY, maxY = -20,500
393.362 112.865 4
212.425 409.092 4
265.744 533.649 4
636.424 40.9673 4
251.312 641.568 4
516.264 595.102 1
512.978 759.454 4
581.391 111.413 4
714.41 467.685 4
175.027 443.086 4
83.9676 642.438 4
583.211 102.487 4
69.9494 151.09 4
175.508 98.634 4
428.183 182.247 4
519.287 514.099 4
541.818 649.733 4
295.656 187.296 3
11.4179 261.629 4
463.797 203.04 4
358.08 229.8 4
532.031 344.367 4
421.011 299.806 2
424.86 125.55 4
713.869 15.1391 3
485.462 134.873 4
429.058 166.669 4
342.702 617.475 4
492.932 229.573 4
749.072 33.6154 4
709.352 76.8383 4
361.153 424.353 4
90.5158 594.392 1
35.0574 555.388 4
249.3 24.3487 4
128.481 348.47 2
427.923 32.6462 4
261.868 144.154 4
426.733 395.348 3
187.367 338.575 4
313.107 751.289 4
569.412 56.9476 3
496.076 211.243 4
174.745 464.068 4
259.562 650.276 4
295.329 90.1474 3
533.894 407.758 4
146.281 201.598 4
456.858 434.376 3
401.659 77.1122 4
57.0579 212.496 2
225.379 555.671 1
580.918 569.013 2
736.039 636.069 4
673.396 146.636 4
669.587 136.717 4
265.862 426.987 3
135.703 669.283 4
432.237 386.894 3
519.61 496.582 3
420.784 712.968 4
276.606 31.1431 2
675.145 399.201 3
633.563 204.766 4
138.638 524.949 3
573.672 76.7674 3
334.015 494.194 4
32.1025 403.621 4
228.902 620.94 4
351.448 258.579 4
707.321 377.911 3
71.5569 119.285 4
726.736 754.466 4
584.725 468.805 4
481.81 451.454 4
4.1842 583.315 4
447.867 609.059 3
668.928 93.518 4
473.854 539.96 3
661.069 266.38 4
170.11 81.5564 2
212.543 5.3189 4
666.647 164.508 4
142.988 275.34 4
270.554 409.342 4
604.439 682.001 4
189.166 226.987 4
181.605 331.933 2
214.434 220.77 4
89.192 162.876 4
541.852 547.265 4
528.935 249.903 4
278.688 177.888 3
692.709 485.509 1
397.36 484.327 3
142.074 560.068 4
469.008 84.923 3
500.304 146.835 3
475.226 550.848 4
284.22 579.878 1
444.565 224.775 4
336.225 6.24084 4
719.28 729.823 2
576.616 615.834 4
1.46565 34.2773 4
562.857 513.994 4
273.662 706.336 4
28.8639 436.386 3
514.538 161.363 4
584.44 486.63 4
490.289 228.76 3
82.0314 50.8486 4
574.11 429.601 4
606.697 456.82 3
114.076 473.902 4
365.136 363.34 1
75.4338 75.4338 4
643.114 329.71 4
380.336 67.808 4
654.768 50.1631 4
245.378 52.1252 4
251.752 601.329 3
467.614 72.3941 4
324.823 688.714 2
280.365 310.09 4
661.08 295.092 4
637.065 293.651 4
202.319 584.558 2
432.533 353.61 4
219.28 376.672 4
294.549 476.148 4
157.845 711.952 4
672.743 400.241 2
69.382 388.823 1
130.857 656.635 3
595.595 677.779 3
544.82 45.0195 4
44.7469 673.538 4
119.616 769.95 4
767.176 308.756 4
71.3441 197.579 4
103.575 130.136 3
444.66 469.751 4
117.68 326.391 4
609.664 111.045 4
487.527 201.182 4
403.456 427.71 3
431.823 723.748 4
387.582 601.565 3
226.207 738.759 4
686.138 428.325 4
520.944 187.107 4
587.729 269.845 3
329.795 270.011 1
339.739 524.159 3
256.16 679.353 3
600.2 177.249 4
326.367 728.831 4
366.815 344.594 4
232.932 364.64 4
299.513 574.961 4
505.248 633.209 4
497.967 184.493 4
84.1396 744.419 4
712.748 557.491 3
394.804 456.456 4
199.73 476.242 4
313.891 668.489 3
714.221 368.186 4
364.393 360.182 3
287.248 40.4236 4
323.684 334.712 2
207.626 521.38 3
239.303 118.397 2
615.745 370.833 2
591.64 47.3027 3
208.116 66.5551 3
513.356 18.1079 4
710.003 196.029 4
346.581 364.853 2
506.38 624.023 3
309.009 464.929 3
155.95 289.878 4
13.4745 112.51 4
656.186 521.971 4
314.754 328.363 4
731.797 134.391 4
470.297 675.864 4
479.316 540.943 4
539.974 260.46 4
7.30462 764.574 4
693.212 359.189 3
700.699 711.513 3
534.61 583.495 3
61.9998 277.042 4
509.077 668.37 4
663.065 738.192 4
260.179 494.326 4
233.964 293.39 4
88.9489 448.986 3
148.102 541.053 2
28.6511 368.517 4
437.402 262.304 2
517.62 246.31 3
448.371 688.525 3
467.354 405.901 4
438.608 657.676 4
328.544 0.709186 3
335.744 56.073 4
370.101 556.735 4
187.414 309.522 4
677.885 694.624 4
619.608 543.435 4
758.603 685.83 4
172.362 684.105 3
561.203 320.789 4
138.551 126.306 4
174.41 698.265 4
171.662 733.261 4
595.149 707.602 4
465.628 288.331 4
593.316 683.112 1
519.861 485.249 4
65.0324 412.699 4
194.672 615.007 4
64.528 613.432 3
703.702 440.003 4
401.021 655.241 4
621.77 428.112 2
328.235 667.756 4
217.184 190.96 3
108.056 320.893 2
356.201 518.25 4
365.961 70.0912 3
313.271 552.621 4
118.836 388.729 4
562.235 104.652 3
770.628 582.583 4
275.365 721.063 4
42.7888 180.64 3
483.121 250.626 3
419.339 729.384 3
377.878 30.33 4
248.901 271.311 4
622.854 309.725 2
531.7 143.492 4
457.543 373.647 3
687.627 522.316 4
41.0539 429.729 4
67.8691 217.659 4
698.501 764.692 3
476.36 91.6978 4
617.781 729.705 4
750.346 155.075 4
470.829 354.9 4
81.4263 352.215 4
244.53 457.142 4
315.422 454.281 3
712.295 241.005 4
456.361 48.6265 4
404.165 591.069 4
764.727 346.093 4
89.7238 292.975 3
436.814 647.062 4
224.686 699.825 4
160.209 185.642 3
407.708 700.237 3
627.015 90.2656 4
378.776 766.687 4
550.801 12.0562 4
200.795 21.5593 3
255.614 591.329 4
677.531 228.699 4
550.382 728.226 4
54.2527 23.5548 4
326.32 141.185 4
535.466 32.8826 4
384.821 735.473 3
426.36 533.507 4
160.992 253.733 3
759.105 519.891 4
773.35 130.183 4
203.111 160.64 4
314.789 125.597 4
119.381 498.993 1
420.902 94.0006 4
84.5848 655.274 4
239.989 513.474 3
122.408 355.208 4
453.123 307.598 4
229.57 350.551 3
114.675 265.671 4
632.142 243.332 3
719.534 510.316 4
243.83 275.694 2
409.901 538.792 3
671.025 583.424 4
10.3305 204.586 4
475.14 680.299 2
399.889 578.152 4
688.726 394.246 4
45.4089 658.385 3
551.889 718.524 3
289.909 70.3513 3
28.793 749.893 4
9.10122 475.769 4
513.193 720.046 3
732.403 449.435 4
386.932 670.086 4
525.953 126.056 4
667.096 472.356 4
761.455 656.589 4
591.296 545.908 4
648.243 680.994 4
328.779 212.789 4
132.074 217.909 4
507.825 694.6 4
311.401 419.98 4
449.648 384.568 4
23.3086 621.611 4
641.435 16.4295 4
619.114 346.981 3
9.90497 152.404 4
286.192 761.25 3
214.458 14.9638 4
466.408 599.579 4
620.94 571.84 4
216.006 714.67 3
117.182 109.343 4
75.3156 604.416 1
147.798 534.395 4
139.45 557.477 3
424.327 31.2042 3
351.735 621.814 2
318.472 39.1234 4
196.279 253.828 4
375.72 159.851 4
335.09 453.374 1
262.092 607.985 1
315.827 228.689 2
262.21 503.414 4
198.294 749.09 4
689.163 124.226 4
587.298 527.374 3
685.712 173.382 4
163.357 454.186 4
239.206 176.375 3
82.9275 233.582 4
725.214 724.703 4
144.201 28.2256 3
436.886 147.733 4
420.152 166.361 3
66.5689 303.494 4
78.2862 658.834 3
89.3811 748.367 4
22.2684 126.022 4
58.2715 487.542 4
642.926 175.311 3
66.1198 678.147 4
772.888 230.273 4
620.544 764.81 3
539.069 326.013 2
326.483 447.435 4
90.8704 57.5534 2
445.555 614.439 2
103.801 404.189 4
40.1399 569.95 4
96.201 463.902 4
600.161 503.863 4
721.287 718.051 3
80.968 238.925 3
526.689 774.134 4
108.529 579.438 4
